vi vj e
0 57 1
0 58 1
0 59 0
0 60 1
0 61 1
0 62 1
0 63 1
0 64 0
0 65 1
0 66 0
0 67 1
0 68 0
0 69 1
0 70 1
0 71 1
0 72 0
0 73 0
0 74 1
0 75 1
0 76 0
0 77 0
0 78 0
0 79 1
0 80 0
0 81 0
0 82 0
0 83 0
0 84 1
0 85 0
0 86 1
0 87 1
0 88 0
0 89 0
0 90 0
0 91 1
0 92 0
0 93 0
0 94 0
0 95 1
0 96 1
0 97 0
0 98 0
0 99 1
0 100 0
0 101 0
0 102 1
0 103 0
0 104 1
0 105 1
0 106 0
0 107 1
0 108 1
0 109 0
0 110 1
0 111 1
0 112 0
0 113 1
0 114 0
0 115 1
0 116 1
0 117 0
0 118 1
0 119 1
0 120 1
0 121 0
0 122 1
0 123 1
0 124 0
0 125 1
0 126 0
0 127 0
0 128 1
0 129 0
0 130 1
0 131 0
1 57 0
1 58 1
1 59 0
1 60 0
1 61 1
1 62 1
1 63 0
1 64 1
1 65 0
1 66 0
1 67 1
1 68 1
1 69 1
1 70 1
1 71 1
1 72 0
1 73 1
1 74 1
1 75 1
1 76 0
1 77 0
1 78 1
1 79 1
1 80 0
1 81 1
1 82 0
1 83 0
1 84 1
1 85 0
1 86 0
1 87 0
1 88 0
1 89 1
1 90 1
1 91 1
1 92 1
1 93 0
1 94 0
1 95 0
1 96 1
1 97 0
1 98 1
1 99 0
1 100 0
1 101 1
1 102 0
1 103 0
1 104 1
1 105 0
1 106 1
1 107 1
1 108 0
1 109 0
1 110 0
1 111 0
1 112 1
1 113 1
1 114 1
1 115 0
1 116 1
1 117 1
1 118 0
1 119 1
1 120 0
1 121 1
1 122 0
1 123 0
1 124 1
1 125 1
1 126 1
1 127 1
1 128 1
1 129 0
1 130 1
1 131 0
2 57 0
2 58 1
2 59 0
2 60 1
2 61 0
2 62 0
2 63 1
2 64 1
2 65 0
2 66 0
2 67 1
2 68 1
2 69 1
2 70 0
2 71 1
2 72 1
2 73 1
2 74 1
2 75 1
2 76 0
2 77 1
2 78 0
2 79 0
2 80 1
2 81 0
2 82 1
2 83 0
2 84 0
2 85 0
2 86 0
2 87 1
2 88 0
2 89 1
2 90 1
2 91 0
2 92 1
2 93 1
2 94 0
2 95 0
2 96 0
2 97 1
2 98 1
2 99 1
2 100 0
2 101 1
2 102 0
2 103 0
2 104 1
2 105 1
2 106 1
2 107 1
2 108 1
2 109 0
2 110 0
2 111 1
2 112 0
2 113 0
2 114 0
2 115 1
2 116 1
2 117 0
2 118 1
2 119 0
2 120 1
2 121 0
2 122 1
2 123 0
2 124 0
2 125 0
2 126 0
2 127 1
