vi vj e
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
0 32 1
0 33 0
0 34 0
0 35 0
0 36 1
0 37 1
0 38 0
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0
0 45 0
0 46 0
0 47 1
0 48 1
0 49 0
0 50 0
0 51 1
0 52 0
0 53 0
0 54 1
0 55 1
0 56 1
0 57 0
0 58 0
0 59 1
1 27 1
1 28 1
1 29 1
1 30 1
1 31 1
1 32 0
1 33 0
1 34 0
1 35 1
1 36 1
1 37 0
1 38 0
1 39 0
1 40 0
1 41 1
1 42 1
1 43 1
1 44 1
1 45 0
1 46 1
1 47 1
1 48 1
1 49 1
1 50 1
1 51 1
1 52 1
1 53 1
1 54 0
1 55 1
1 56 1
1 57 0
1 58 0
1 59 0
2 27 0
2 28 1
2 29 1
2 30 0
2 31 1
2 32 0
2 33 1
2 34 0
2 35 0
2 36 0
2 37 0
2 38 1
2 39 0
2 40 1
2 41 0
2 42 0
2 43 1
2 44 1
2 45 0
2 46 0
2 47 0
2 48 1
2 49 0
2 50 0
2 51 1
2 52 0
2 53 0
2 54 0
2 55 0
2 56 0
2 57 1
2 58 0
2 59 0
3 27 1
3 28 1
3 29 1
3 30 1
3 31 0
3 32 0
3 33 0
3 34 0
3 35 0
3 36 0
3 37 1
3 38 0
3 39 1
3 40 1
3 41 1
3 42 0
3 43 0
3 44 1
3 45 1
3 46 0
3 47 0
3 48 1
3 49 0
3 50 0
3 51 0
3 52 0
3 53 0
3 54 1
3 55 0
3 56 1
3 57 0
3 58 0
3 59 0
4 27 1
4 28 1
4 29 1
4 30 0
4 31 0
4 32 1
4 33 1
4 34 1
4 35 0
4 36 1
4 37 1
4 38 0
4 39 0
4 40 0
4 41 0
4 42 0
4 43 1
4 44 1
4 45 0
4 46 0
4 47 1
4 48 0
4 49 0
4 50 1
4 51 0
4 52 0
4 53 1
4 54 1
4 55 0
4 56 0
4 57 1
4 58 0
4 59 0
5 27 1
5 28 0
5 29 0
5 30 0
5 31 1
5 32 1
5 33 0
5 34 1
5 35 0
5 36 0
5 37 0
5 38 0
5 39 1
5 40 1
5 41 0
5 42 0
5 43 0
5 44 1
5 45 0
5 46 1
5 47 0
5 48 1
5 49 0
5 50 1
5 51 1
5 52 0
5 53 1
5 54 0
5 55 0
5 56 0
5 57 0
5 58 1
5 59 1
6 27 0
6 28 0
6 29 1
6 30 1
6 31 0
6 32 0
6 33 1
6 34 0
6 35 0
6 36 0
6 37 0
6 38 1
6 39 0
6 40 0
6 41 1
6 42 0
6 43 0
6 44 1
6 45 0
6 46 0
6 47 1
6 48 1
6 49 0
6 50 0
6 51 1
6 52 0
6 53 1
6 54 0
6 55 0
6 56 1
6 57 0
6 58 0
6 59 0
7 27 1
7 28 0
7 29 0
7 30 1
7 31 0
7 32 1
7 33 0
7 34 1
7 35 1
7 36 1
7 37 0
7 38 0
7 39 1
7 40 1
7 41 0
7 42 1
7 43 1
7 44 0
7 45 1
7 46 0
7 47 0
7 48 0
7 49 0
7 50 1
7 51 1
7 52 1
7 53 0
7 54 0
7 55 0
7 56 0
7 57 1
7 58 1
7 59 1
8 27 0
8 28 1
8 29 0
8 30 1
8 31 1
8 32 1
8 33 1
8 34 0
8 35 0
8 36 0
8 37 0
8 38 1
8 39 1
8 40 1
8 41 0
8 42 1
8 43 1
8 44 1
8 45 0
8 46 0
8 47 1
8 48 1
8 49 0
8 50 1
8 51 0
8 52 0
8 53 1
8 54 1
8 55 0
8 56 0
8 57 0
8 58 1
8 59 0
9 27 1
9 28 1
9 29 0
9 30 1
9 31 1
9 32 1
9 33 0
9 34 1
9 35 0
9 36 1
9 37 0
9 38 0
9 39 0
9 40 0
9 41 1
9 42 1
9 43 1
9 44 1
9 45 0
9 46 1
9 47 0
9 48 1
9 49 0
9 50 0
9 51 1
9 52 0
9 53 0
9 54 1
9 55 1
9 56 1
9 57 1
9 58 0
9 59 0
10 27 0
10 28 0
10 29 1
10 30 1
10 31 1
10 32 1
10 33 0
10 34 1
10 35 1
10 36 0
10 37 0
10 38 1
10 39 1
10 40 0
10 41 0
10 42 0
10 43 0
10 44 0
10 45 0
10 46 0
10 47 0
10 48 1
10 49 1
10 50 1
10 51 1
10 52 1
10 53 1
10 54 0
10 55 0
10 56 0
10 57 0
10 58 1
10 59 0
11 27 1
11 28 0
11 29 0
11 30 1
11 31 0
11 32 0
11 33 0
11 34 0
11 35 1
11 36 0
11 37 0
11 38 1
11 39 0
11 40 0
11 41 1
11 42 0
11 43 0
11 44 1
11 45 1
11 46 0
11 47 1
11 48 1
11 49 1
11 50 0
11 51 1
11 52 1
11 53 0
11 54 1
11 55 0
11 56 0
11 57 1
11 58 1
11 59 0
12 27 1
12 28 0
12 29 1
12 30 1
12 31 1
12 32 0
12 33 1
12 34 0
12 35 1
12 36 1
12 37 0
12 38 1
12 39 0
12 40 0
12 41 1
12 42 0
12 43 1
12 44 1
12 45 0
12 46 1
12 47 0
12 48 1
12 49 0
12 50 1
12 51 1
12 52 1
12 53 0
12 54 1
12 55 0
12 56 0
12 57 0
12 58 0
12 59 0
13 27 1
13 28 0
13 29 1
13 30 0
13 31 0
13 32 0
13 33 0
13 34 1
13 35 1
13 36 0
13 37 0
13 38 1
13 39 0
13 40 0
13 41 0
13 42 1
13 43 0
13 44 1
13 45 1
13 46 0
13 47 0
13 48 1
13 49 1
13 50 1
13 51 0
13 52 1
13 53 0
13 54 1
13 55 0
13 56 0
13 57 0
13 58 0
13 59 1
14 27 1
14 28 1
14 29 0
14 30 0
14 31 1
14 32 0
14 33 1
14 34 0
14 35 1
14 36 1
14 37 0
14 38 1
14 39 1
14 40 0
14 41 1
14 42 1
14 43 1
14 44 0
14 45 0
14 46 1
14 47 1
14 48 0
14 49 0
14 50 0
14 51 0
14 52 1
14 53 1
14 54 1
14 55 0
14 56 0
14 57 0
14 58 0
14 59 0
15 27 1
15 28 1
15 29 0
15 30 0
15 31 0
15 32 1
15 33 1
15 34 0
15 35 0
15 36 1
15 37 0
15 38 0
15 39 1
15 40 0
15 41 0
15 42 1
15 43 1
15 44 0
15 45 0
